title,upvotes,downvotes,comments_counted,released_on
E547 - Back to the Present! Hordy Makes a Move!,5.1K,39,791 Comments,"Released on Jul 26, 2014"
E548 - The Kingdom in Shock! an Order to Execute Neptune Issued!,5.4K,38,652 Comments,"Released on Jul 26, 2014"
E549 - A Rift Opens up! Luffy vs. Jimbei!,5.1K,38,533 Comments,"Released on Jul 26, 2014"
E550 - Something Has Happened to Hordy! the True Power of the Evil Drug!,4.8K,40,710 Comments,"Released on Jul 26, 2014"
E551 - The Battle Is On! at Conchchorde Plaza!,4.9K,64,618 Comments,"Released on Jul 26, 2014"
E552 - A Surprising Confession! The Truth Behind the Assassination of Otohime!,4.6K,64,662 Comments,"Released on Jul 26, 2014"
E553 - Shirahoshi's Tears! Luffy Finally Shows up!,6K,32,"1,191 Comments","Released on Jul 26, 2014"
E554 - A Big Clash! the Straw Hats vs. a Hundred Thousand Enemies!,6.6K,29,713 Comments,"Released on Jul 26, 2014"
E555 - Deadly Attacks One After Another! Zoro and Sanji Join the Battle!,5.6K,39,652 Comments,"Released on Jul 26, 2014"
E556 - Unveiled! the Secret Weapons of the Sunny!,5.6K,32,797 Comments,"Released on Jul 26, 2014"
E557 - Iron Pirate! Here Comes General Franky!,5.5K,28,843 Comments,"Released on Jul 26, 2014"
E558 - The Noah Closing in! The Fish-Man Island Facing Destruction!,5K,37,794 Comments,"Released on Jul 26, 2014"
"E559 - Hurry up, Luffy! Shirahoshi's Life in Jeopardy!",5K,24,617 Comments,"Released on Jul 26, 2014"
E560 - The Fierce Fight Begins! Luffy vs. Hordy!,4.9K,31,755 Comments,"Released on Jul 26, 2014"
E561 - A Massive Confused Fight! the Straw Hats vs. the New Fish-Man Pirates!,5K,34,637 Comments,"Released on Jul 26, 2014"
E562 - Luffy Loses the Fight?! Hordy's Long Awaited Revenge!,4.8K,56,870 Comments,"Released on Jul 26, 2014"
E563 - A Shocking Fact! the True Identity of Hordy!,4.6K,66,664 Comments,"Released on Jul 26, 2014"
E564 - Back to Zero! Earnest Wishes for Luffy!,4.9K,49,645 Comments,"Released on Jul 26, 2014"
E565 - Luffy's All-out Attack! Red Hawk Blasts!,5.3K,35,945 Comments,"Released on Jul 26, 2014"
E566 - Coming to an End! the Final Decisive Battle Against Hordy!,5K,41,847 Comments,"Released on Jul 26, 2014"
"E567 - Stop, Noah! Desperate Elephant Gatling!",5.3K,41,747 Comments,"Released on Jul 26, 2014"
E568 - To the Future! the Path to the Sun!,6.4K,38,936 Comments,"Released on Jul 26, 2014"
E569 - The Secret Revealed! the Truth About the Ancient Weapon!,5.8K,23,701 Comments,"Released on Jul 26, 2014"
E570 - The Straw Hats Stunned! the New Fleet Admiral of the Navy!,5.1K,36,646 Comments,"Released on Jul 26, 2014"
E571 - She Loves Sweets! Big Mam of the Four Emperors!,6.1K,29,603 Comments,"Released on Jul 26, 2014"
E572 - Many Problems Lie Ahead! a Trap Awaiting in the New World!,5.4K,31,639 Comments,"Released on Jul 26, 2014"
"E573 - Finally Time to Go! Goodbye, Fish-Man Island!",6.3K,41,770 Comments,"Released on Jul 26, 2014"
E574 - To the New World! Heading for the Ultimate Sea!,6.2K,40,904 Comments,"Released on Jul 26, 2014"
E575 - Z's Ambition! Lily the Little Giant!,4.8K,68,590 Comments,"Released on Aug 2, 2014"
E576 - Z's Ambition! a Dark and Powerful Army!,3.6K,42,465 Comments,"Released on Aug 2, 2014"
E577 - Z's Ambition! A Great and Desperate Escape Plan!,3.3K,36,408 Comments,"Released on Aug 2, 2014"
E578 - Z's Ambition! Luffy vs. Shuzo!,3.7K,80,710 Comments,"Released on Aug 2, 2014"
E579 - Arriving! a Burning Island – Punk Hazard!,6.4K,44,870 Comments,"Released on Aug 2, 2014"
E580 - A Battle in the Heat! Luffy vs. the Giant Dragon!,5.4K,43,718 Comments,"Released on Aug 2, 2014"
E581 - The Straw Hats Stunned! Enter: a Samurai's Horrifying Severed Head!,5.1K,34,558 Comments,"Released on Aug 2, 2014"
E582 - Startling! the Secret of the Island Is Finally Revealed!,5.2K,34,547 Comments,"Released on Aug 2, 2014"
E583 - Save the Children! the Straw Hats Start to Fight!,5.3K,36,623 Comments,"Released on Aug 2, 2014"
E584 - A Swordplay Showdown! Brook vs. the Mysterious Torso Samurai!,5.1K,40,572 Comments,"Released on Aug 2, 2014"
E585 - The Warlord! Trafalgar Law!,5.5K,25,510 Comments,"Released on Aug 2, 2014"
E586 - In a Real Pinch! Luffy Sinks Into the Ice-Cold Lake!,5.2K,29,557 Comments,"Released on Aug 2, 2014"
E587 - A Collision! Law vs. Vice Admiral Smoker!,5.5K,25,763 Comments,"Released on Aug 2, 2014"
E588 - Meeting Again After Two Years! Luffy and Law!,5.3K,32,461 Comments,"Released on Aug 2, 2014"
E589 - The Worst in the World! a Scientist of Terror: Caesar!,5.3K,43,587 Comments,"Released on Aug 2, 2014"
E591 - Chopper's Fury! the Master's Inhumane Experiment!,5.1K,27,723 Comments,"Released on Aug 2, 2014"
E592 - To Annihilate the Straw Hats! Legendary Assassins Descend!,4.7K,36,547 Comments,"Released on Aug 2, 2014"
E593 - Save Nami! Luffy's Fight On the Snow-Capped Mountains!,5.2K,38,576 Comments,"Released on Aug 2, 2014"
E594 - Formed! Luffy and Law's Pirate Alliance!,6.2K,32,"1,049 Comments","Released on Aug 2, 2014"
E595 - Capture M! the Pirate Alliance's Operation Launches!,5.3K,29,568 Comments,"Released on Aug 2, 2014"
E596 - On the Verge of Annihilation! a Deadly Monster Comes Flying In!,5.1K,17,539 Comments,"Released on Aug 2, 2014"
E597 - An Intense Battle! Caesar Exercises His True Power!,4.9K,35,602 Comments,"Released on Aug 2, 2014"
E598 - A Samurai Who Can Cut Fire! Foxfire Kin'emon!,4.6K,28,603 Comments,"Released on Aug 2, 2014"
E599 - Shocking! The True Identity of the Mystery Man Vergo!,4.9K,24,491 Comments,"Released on Aug 2, 2014"
E600 - Save the Children! The Master's Evil Hands Close In!,5K,33,"1,216 Comments","Released on Aug 2, 2014"
E601 - Shaking up the New World! Caesar's Horrendous Experiment!,4.5K,31,529 Comments,"Released on Aug 2, 2014"
E602 - The Deadliest Weapon of Mass Destruction in History! Shinokuni!,4.5K,32,503 Comments,"Released on Aug 2, 2014"
E603 - Launching the Counter Attack! Luffy and Law's Great Escape!,4.6K,28,439 Comments,"Released on Aug 2, 2014"
E604 - Get to Building R! the Pirate Alliance's Great Advance!,4.7K,30,551 Comments,"Released on Aug 2, 2014"
E605 - Tashigi's Tears! G-5's Desperate Breakthrough Plan!,4.8K,30,611 Comments,"Released on Aug 2, 2014"
E606 - The Treacherous Vice Admiral! Demon Bamboo Vergo!,4.6K,32,627 Comments,"Released on Aug 2, 2014"
E607 - A Fierce Battle Gets Heated! Luffy vs. Caesar!,4.8K,24,488 Comments,"Released on Aug 2, 2014"
E608 - A Mastermind Underground! Doflamingo Makes His Move!,4.7K,27,605 Comments,"Released on Aug 2, 2014"
E609 - Luffy Dies from Exposure?! The Spine Chilling Snow Woman Monet!,4.5K,50,673 Comments,"Released on Aug 2, 2014"
E610 - Fists Collide! a Battle of the Two Vice Admirals!,4.6K,32,573 Comments,"Released on Aug 2, 2014"
E611 - A Small Dragon! Momonosuke Appears!,4.5K,39,498 Comments,"Released on Aug 2, 2014"
E612 - A Deadly Fight in a Blizzard! the Straw Hats vs. the Snow Woman!,4.5K,37,705 Comments,"Released on Aug 2, 2014"
E613 - Showing Off His Techniques! Zoro's Formidable One Sword Style!,5.2K,29,771 Comments,"Released on Aug 2, 2014"
E614 - To Save Her Friends! Mocha Runs at the Risk of Her Life!,5.1K,40,906 Comments,"Released on Aug 2, 2014"
E615 - Brownbeard in Grief! Luffy Lands a Furious Blow!,4.9K,32,547 Comments,"Released on Aug 2, 2014"
E616 - A Surprising Outcome! White Chase vs. Vergo!,6.2K,31,721 Comments,"Released on Aug 2, 2014"
E617 - Caesar's Defeat! The Powerful Grizzly Magnum!,5.2K,30,639 Comments,"Released on Aug 2, 2014"
E618 - Raid! an Assassin from Dressrosa!,4.7K,29,505 Comments,"Released on Aug 2, 2014"
E619 - Running Wild! Invincible General Franky!,5.9K,55,"1,445 Comments","Released on Nov 2, 2013"
E620 - A Critical Situation! Punk Hazard Explodes!,5K,36,813 Comments,"Released on Nov 9, 2013"
E621 - Capture Caesar! General Cannon Blasts!,5.2K,36,642 Comments,"Released on Nov 16, 2013"
E622 - A Touching Reunion! Momonosuke and Kin'emon!,5.3K,23,690 Comments,"Released on Nov 23, 2013"
E623 - It's Time to Say Goodbye! Leaving Punk Hazard!,5.3K,38,614 Comments,"Released on Nov 30, 2013"
E624 - The G-5 Wiped Out! Doflamingo's Sudden Attack,5.3K,37,670 Comments,"Released on Dec 7, 2013"
E625 - Intense! Aokiji vs. Doflamingo!,5.9K,56,916 Comments,"Released on Dec 14, 2013"
E626 - Caesar Goes Missing! The Pirate Alliance Makes a Sortie!,4.1K,55,555 Comments,"Released on Dec 21, 2013"
E627 - Luffy Dies at Sea?! The Pirate Alliance Comes Apart!,3.5K,68,693 Comments,"Released on Jan 4, 2014"
E628 - A Major Turnaround! Luffy's Angry Iron Fist Strikes!,4.1K,51,654 Comments,"Released on Jan 11, 2014"
E629 - Startling! The Big News Shakes Up the New World!,6.2K,28,956 Comments,"Released on Jan 18, 2014"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E879 - To the Reverie! The Straw Hats' Sworn Allies Come Together!,7.2K,97,"1,115 Comments","Released on Apr 6, 2019"
E747 - The Silver Fortress! Luffy and Barto's Great Adventure!,4.2K,105,719 Comments,"Released on Jun 25, 2016"
E748 - An Underground Maze! Luffy vs. the Tram Human!,2.9K,76,481 Comments,"Released on Jul 2, 2016"
E749 - The Sword Technique Heats Up! Law and Zoro Finally Appear!,2.8K,57,553 Comments,"Released on Jul 9, 2016"
E750 - A Desperate Situation! Luffy Fights a Battle in Extreme Heat!,2.8K,67,544 Comments,"Released on Jul 16, 2016"
E385 - Halfway Across the Grand Line! Arrival at the Red Line!,7.4K,71,779 Comments,"Released on Nov 22, 2014"
E386 - Hatred for the Straw Hats! Iron Mask Duval Appears!,5.6K,41,833 Comments,"Released on Nov 22, 2014"
E387 - The Fated Reunion! Save the Imprisoned Fishman!,5.3K,51,735 Comments,"Released on Nov 22, 2014"
E388 - Tragedy! The Truth Hidden Behind Duval's Mask!,5.5K,49,930 Comments,"Released on Nov 22, 2014"
"E389 - Unleash the Sunny's Super Secret Weapon, the Gaon Cannon!",5.4K,37,934 Comments,"Released on Nov 22, 2014"
E390 - Landing on the Way to Fishman Island! The Sabaody Archipelago!,5.4K,51,651 Comments,"Released on Nov 22, 2014"
"E391 - Tyranny! The Roles of Sabaody, the Celestial Dragons",5.2K,39,543 Comments,"Released on Sep 20, 2014"
E392 - New Rivals Gather! The 11 Supernovas,5.8K,48,623 Comments,"Released on Sep 20, 2014"
E393 - The Target is Camie!! The Looming Clutches of a Professional Kidnapper,5.7K,40,694 Comments,"Released on Sep 20, 2014"
E394 - Rescue Camie! The Archipelago’s Lingering Dark History,5.7K,43,690 Comments,"Released on Sep 20, 2014"
E395 - Time Limit – The Human Auction Begins,5K,28,609 Comments,"Released on Sep 20, 2014"
E396 - The Fist Explodes! Destroy the Auction,8.2K,24,952 Comments,"Released on Sep 20, 2014"
E397 - Major Panic! Desperate Struggle at the Auction House,6.4K,26,636 Comments,"Released on Sep 20, 2014"
E398 - Admiral Kizaru Takes Action! Sabaody Archipelago Thrown into Chaos,6K,26,656 Comments,"Released on Sep 20, 2014"
E399 - Break Through the Siege! The Navy Vs. the Three Captains,6.2K,33,558 Comments,"Released on Sep 20, 2014"
E400 - Roger and Rayleigh – the King of the Pirates and His Right Hand Man,7.6K,40,659 Comments,"Released on Sep 20, 2014"
E401 - No Escape!? Admiral Kizaru’s Light Speed Kick!!,6K,42,553 Comments,"Released on Sep 20, 2014"
"E402 - Overwhelming! The Navy’s Fighting Weapons, the Pacifistas",5.8K,29,736 Comments,"Released on Sep 20, 2014"
E403 - An Even Stronger Enemy Appears! The Battle Axe-Carrying Senfomaru,5.4K,33,685 Comments,"Released on Sep 20, 2014"
E404 - Admiral Kizaru’s Fierce Assault! The Straw Hats Face Certain Death!,6.2K,26,866 Comments,"Released on Sep 20, 2014"
E405 - Eliminated Friends – The Final Day of the Straw Hat Crew,9.5K,46,"1,172 Comments","Released on Sep 20, 2014"
E406 - Feudal Era Side Story – Boss Luffy Appears Again,2.7K,119,285 Comments,"Released on Sep 20, 2014"
E407 - Feudal Era Side Story – Defeat Thriller Company’s Trap!,2K,87,244 Comments,"Released on Sep 20, 2014"
"E408 - Landing! The All-Female Island, Amazon Lily",6.8K,37,982 Comments,"Released on Sep 20, 2014"
E409 - Hurry Back to Your Friends! The Maiden Island Adventure,5.4K,44,794 Comments,"Released on Sep 20, 2014"
E410 - Everyone Falls in Love! Pirate Empress Hancock,5.3K,46,676 Comments,"Released on Sep 27, 2014"
E411 - The Secret Hidden on the Backs – Luffy and the Snake Princess Meet,5K,44,769 Comments,"Released on Sep 27, 2014"
E412 - Heartless Judgment! Margaret is Turned to Stone!!,5.4K,51,719 Comments,"Released on Sep 27, 2014"
E413 - A Difficult Fight for Luffy! The Snake Sisters’ Haki Power!!,5.9K,40,680 Comments,"Released on Sep 27, 2014"
E414 - All-Out Special Power Battle!! Gum-Gum Vs. Snake-Snake,5.7K,33,597 Comments,"Released on Sep 27, 2014"
E415 - Hancock's Confession: The Sisters' Abhorrent Past,6.2K,32,712 Comments,"Released on Sep 27, 2014"
E416 - Saving Ace! The Next Stop: The Great Prison,6.3K,32,927 Comments,"Released on Sep 27, 2014"
E417 - Love is a Hurricane! Love-Love Hancock,6.4K,42,871 Comments,"Released on Sep 27, 2014"
E418 - The Friends' Whereabouts: The Science of Weather and the Mechanical Island,5.9K,32,864 Comments,"Released on Sep 27, 2014"
E419 - The Friends' Whereabouts: An Island of Giant Birds and a Pink Paradise!,5.3K,60,816 Comments,"Released on Sep 27, 2014"
E420 - The Friends' Whereabouts! Bridging the Islands and Vicious Vegetation!,5K,52,855 Comments,"Released on Sep 27, 2014"
E421 - The Friends' Whereabouts: A Negative Princess and the King of Demons,5.3K,43,617 Comments,"Released on Sep 27, 2014"
E422 - A Deadly Infiltration! the Underwater Prison Impel Down,5.6K,33,621 Comments,"Released on Sep 27, 2014"
E423 - A Reunion in Hell?! the Man Who Ate the Chop-Chop Fruit!,5.3K,29,582 Comments,"Released on Sep 27, 2014"
E424 - Break Through the Crimson Hell! Buggy's Chaos-Inducing Plan,5.4K,25,530 Comments,"Released on Sep 27, 2014"
E425 - The Strongest Man in the Prison! Poison Man Magellan Appears!,5.3K,36,426 Comments,"Released on Sep 27, 2014"
E426 - A Special Presentation Related to the Movie: A Gold Lion's Ambition On the Move,3.2K,95,433 Comments,"Released on Sep 27, 2014"
E427 - A Special Presentation Related to the Movie! Little East Blue in Danger!,2K,54,167 Comments,"Released on Sep 27, 2014"
E428 - A Special Presentation Related to the Movie! the Fierce Onslaught of the Amigo Pirates!,1.7K,69,182 Comments,"Released on Sep 27, 2014"
E429 - A Special Presentation Related to the Movie! Luffy Vs. Largo: The Battle Is On!,1.8K,55,174 Comments,"Released on Sep 27, 2014"
"E430 - A Warlord in Prison! Jimbei, the Honorable Pirate!",6.1K,43,654 Comments,"Released on Sep 27, 2014"
E431 - Chief Guard Saldeath's Trap! Level 3: Starvation Hell!,5.4K,36,625 Comments,"Released on Sep 27, 2014"
E432 - The Unleashed Swan! a Reunion With Bon Clay!,5.7K,35,798 Comments,"Released on Sep 27, 2014"
E433 - Warden Magellan's Strategy! Straw Hat Entrapment Completed!,5.6K,26,637 Comments,"Released on Sep 27, 2014"
"E434 - All Forces Have Gathered! the Battle On Level 4, the Burning Heat Hell!",5.2K,31,508 Comments,"Released on Sep 27, 2014"
E435 - Mighty Magellan! Bon Clay Bugs Out,5.7K,31,592 Comments,"Released on Sep 27, 2014"
E436 - The Showdown Has Come! Luffy's Desperate Last Attack!,5.7K,33,695 Comments,"Released on Sep 27, 2014"
E437 - For His Friend! Bon Clay Goes to the Deadly Rescue!,5.2K,34,667 Comments,"Released on Sep 27, 2014"
E438 - A Paradise in Hell! Impel Down Level 5.5!,5.1K,37,651 Comments,"Released on Sep 27, 2014"
E439 - Luffy's Treatment Begins! Ivan-san's Miraculous Power!,5.5K,126,"1,125 Comments","Released on Sep 27, 2014"
E440 - Believe in Miracles! Bon Clay's Cries from the Heart,6.1K,44,734 Comments,"Released on Sep 27, 2014"
E441 - Luffy's Back! Ivan-san Begins the Breakout Plan!!,5.6K,43,553 Comments,"Released on Sep 27, 2014"
"E442 - Ace's Convoy Begins! Battle On the Lowest Floor, Level 6!",5.8K,34,685 Comments,"Released on Sep 27, 2014"
E443 - The Ultimate Team Has Formed! Shaking Impel Down!,5.8K,30,617 Comments,"Released on Sep 27, 2014"
E444 - Even More Chaos! Here Comes Blackbeard Teech!,5.4K,29,710 Comments,"Released on Sep 27, 2014"
E445 - The Dangerous Encounter! Blackbeard and Shiryu of the Rain!,5.1K,40,505 Comments,"Released on Sep 27, 2014"
E446 - No Price Too High! Serious Hannyabal!,5.5K,43,552 Comments,"Released on Sep 27, 2014"
E447 - Jet Pistol of Anger! Luffy Vs. Blackbeard!,5.5K,34,582 Comments,"Released on Sep 27, 2014"
E448 - Stop Magellan! Ivan-san's Esoteric Technique Explodes,5.3K,40,687 Comments,"Released on Sep 27, 2014"
E449 - Magellan's Tricky Move! a Foiled Escape Plan,5.3K,25,608 Comments,"Released on Sep 27, 2014"
E450 - The Escapee Team in Trouble! the Forbidden Move: Venom Demon!,5.5K,37,662 Comments,"Released on Sep 27, 2014"
"E451 - Come, Final Miracle! Break Through the Gate of Justice!",7.8K,42,"1,174 Comments","Released on Sep 27, 2014"
E452 - To the Navy Headquarters! Off to Rescue Ace!,5.7K,31,650 Comments,"Released on Sep 27, 2014"
E453 - The Friends' Whereabouts! the Weatheria Report and the Cyborg Animals!,4.7K,53,540 Comments,"Released on Sep 27, 2014"
E454 - The Friends' Whereabouts! the Chick of a Giant Bird and a Pink Showdown!,4.6K,82,"1,028 Comments","Released on Sep 27, 2014"
E455 - The Friends' Whereabouts! Revolutionaries and the Gorging Forest's Trap!,4.2K,44,588 Comments,"Released on Sep 27, 2014"
E456 - The Friends' Whereabouts! a Huge Tomb and the Panty Debt!,4.5K,40,411 Comments,"Released on Sep 27, 2014"
E457 - A Special Retrospective Before Marineford! the Vow of Brotherhood!,4K,71,285 Comments,"Released on Sep 27, 2014"
E458 - A Special Retrospective Before Marineford! the Three Navy Admirals Come Together!,3.6K,70,279 Comments,"Released on Sep 27, 2014"
E459 - Ticking Down to the Time of Battle! the Navy's Strongest Lineup in Position!,7.2K,41,780 Comments,"Released on Sep 27, 2014"
E460 - A Vast Fleet Appears! Here Comes the Whitebeard Pirates!,6.5K,22,595 Comments,"Released on Sep 27, 2014"
E461 - The Beginning of the War! Ace and Whitebeard's Past!,6.9K,29,624 Comments,"Released on Sep 27, 2014"
E462 - The Force That Could Destroy the World! the Power of the Tremor-Tremor Fruit!,6.1K,32,527 Comments,"Released on Sep 27, 2014"
E463 - An All-Encompassing Inferno!! Admiral Akainu's Power!,6.4K,27,623 Comments,"Released on Sep 27, 2014"
E464 - A Descendant of the Beast! Little Oars Jr. Full Speed Ahead!,6.1K,47,760 Comments,"Released on Sep 27, 2014"
E465 - Justice for the Winners! Sengoku's Strategy in Action!,6.9K,41,769 Comments,"Released on Sep 27, 2014"
E466 - Straw Hat Team Arrives! Tension Grows at the Batlefield,7.2K,35,562 Comments,"Released on Sep 27, 2014"
"E467 - Even if It Means Death! Luffy Vs. The Navy, the Battle Starts!",7.5K,35,605 Comments,"Released on Sep 27, 2014"
"E468 - Hard Battles, One After Another! Devil Fruit Eaters Vs. Devil Fruit Eaters!",6.2K,33,604 Comments,"Released on Sep 27, 2014"
E469 - Kuma's Transformation! Ivan-san's Blow of Anger!,6.5K,24,"1,016 Comments","Released on Sep 27, 2014"
E470 - The Great Swordsman Mihawk! Luffy Comes Under the Attack of the Black Sword!,6.3K,41,717 Comments,"Released on Sep 27, 2014"
E471 - The Extermination Strategy in Action! the Power of the Pacifistas!,5.8K,33,582 Comments,"Released on Sep 27, 2014"
E472 - Akainu's Plot! Whitebeard Entrapped!,5.9K,36,590 Comments,"Released on Sep 27, 2014"
E473 - The Encircling Walls Activated! the Whitebeard Pirates Backed Into a Corner!,5.7K,32,805 Comments,"Released on Sep 27, 2014"
E474 - Execution Order Issued! Break Through the Encircling Walls!,7.1K,40,693 Comments,"Released on Sep 27, 2014"
E475 - Moving Into the Final Phase! Whitebeard's Trump Card for Recovery!,6.1K,30,625 Comments,"Released on Sep 27, 2014"
E476 - Luffy at the End of His Tether! an All-out Battle at the Oris Plaza!,5.9K,37,739 Comments,"Released on Sep 27, 2014"
"E477 - The Power That Will Shorten One's Life! Energy Hormone, Redux!",5.7K,27,645 Comments,"Released on Sep 27, 2014"
E478 - To Live up to a Promise! Luffy and Coby Collide!,7.1K,32,789 Comments,"Released on Sep 27, 2014"
E479 - The Scaffold at Last! the Way to Ace Has Opened!,6.5K,40,716 Comments,"Released on Sep 27, 2014"
E480 - Each On Different Paths! Luffy Vs. Garp!,7.3K,35,757 Comments,"Released on Sep 27, 2014"
E481 - Ace Rescued! Whitebeard's Final Order!,7.6K,33,693 Comments,"Released on Sep 27, 2014"
E482 - The Power That Can Burn Even Fire! Akainu's Ruthless Pursuit!,7.2K,79,949 Comments,"Released on Sep 27, 2014"
E483 - Looking for the Answer! Fire Fist Ace Dies On the Battlefield!,10.3K,123,"2,037 Comments","Released on Sep 27, 2014"
E484 - The Navy Headquarters Falls! Whitebeard's Unspeakable Wrath!,7.4K,43,"1,208 Comments","Released on Sep 27, 2014"
E485 - Ending the Matter! Whitebeard Vs. the Blackbeard Pirates!,8.8K,45,"1,352 Comments","Released on Sep 27, 2014"
E486 - The Show Begins! Blackbeard's Plot Is Revealed!,6.1K,51,"1,276 Comments","Released on Sep 27, 2014"
E487 - The Insatiable Akainu! Lava Fists Pummel Luffy!,6.4K,20,"1,033 Comments","Released on Sep 27, 2014"
